Año,Mes,Bolivia,Chile,Colombia,Perú
2005,9,5.533754687,3.934277035,5.011675948,1.111786388
2005,10,5.073316716,4.137440526,5.282069709,1.282228092
2005,11,4.960048637,3.62293137,5.087782157,1.061091714
2005,12,4.908518224,3.663597299,4.840150027,1.494260325
2006,1,3.906763669,4.077987979,4.552701506,1.899283001
2006,2,4.177289462,4.083091907,4.19151175,2.698926633
2006,3,3.724137271,4.031556639,4.124608423,2.501963921
2006,4,4.261137186,3.766254265,4.106029106,2.902458797
2006,5,4.428768428,3.739132541,4.037963762,2.230035693
2006,6,3.486399064,3.916650588,3.953248539,1.825984708
2006,7,4.55421999,3.842420029,4.329153066,1.54620334
2006,8,4.385763685,3.814485965,4.72427418,1.870670153
2006,9,4.313503056,2.812684889,4.584331167,1.994709386
2006,10,4.41209146,2.051294129,4.180887372,1.89185277
2006,11,4.738876167,2.123490598,4.312990113,1.535270271
2006,12,4.945169289,2.567686003,4.480408859,1.137484663
2007,1,6.022641006,2.797533815,4.710267706,0.644192486
2007,2,6.574575508,2.715955796,5.251641138,0.35510658
2007,3,7.188970857,2.552930925,5.783051981,0.24688947
2007,4,6.764552672,2.48756801,6.257280746,-0.084042325
2007,5,6.359425673,2.87251675,6.23652347,0.940332273
2007,6,6.594602694,3.228277014,6.018518519,1.549031282
2007,7,8.835309764,3.83066145,5.763214227,2.206143371
2007,8,10.3584689,4.679244414,5.216535433,2.203653994
2007,9,10.47834916,5.848976257,5.004906771,2.801517168
2007,10,11.33534512,6.451352349,5.15970516,3.079191233
2007,11,11.86157635,7.436602788,5.425723157,3.485606507
2007,12,11.72645688,7.823144962,5.690526659,3.92767933
2008,1,11.34737289,7.455075,6.003236246,4.148627834
2008,2,13.31996415,8.070802583,6.348952503,4.821297912
2008,3,14.081554,8.508439545,5.925106652,5.545200202
2008,4,15.21917377,8.301081161,5.732184808,5.519928462
2008,5,16.84319727,8.875021274,6.385636222,5.391424772
2008,6,17.3229722,9.474133861,7.189644417,5.706026883
2008,7,14.78802349,9.476223294,7.519850537,5.790114336
2008,8,13.72906533,9.305240933,7.873401933,6.269298434
2008,9,14.51369399,9.232458763,7.570093458,6.221452269
2008,10,13.30439928,9.853124492,7.943925234,6.538180994
2008,11,12.07744443,8.887382735,7.719733375,6.748910089
2008,12,11.84965202,7.092753033,7.682813946,6.650207334
2009,1,11.04118203,6.317559967,7.174477179,6.526482903
2009,2,8.128586409,5.506887611,6.466165414,5.490001686
2009,3,6.563669397,5.037037037,6.130668258,4.778362751
2009,4,5.323961481,4.478083954,5.732484076,4.636911337
2009,5,3.200127638,3.025313422,4.769592016,4.206875984
2009,6,2.117642011,1.862690736,3.812018042,3.059862856
2009,7,1.447299168,0.287347569,3.272516652,2.681894455
2009,8,1.417620114,-0.995975855,3.121838416,1.867416082
2009,9,0.643999442,-1.075054748,3.214596003,1.204567756
2009,10,0.784931434,-1.938921506,2.727272727,0.711181736
2009,11,0.457497737,-2.265519251,2.374442366,0.28840247
2009,12,0.263789535,-1.38,2.005730659,0.245316436
2010,1,0.074471714,-0.104549593,2.107961829,0.435718739
2010,2,0.312380761,0.537596725,2.09039548,0.835043258
2010,3,0.685509653,0.239387943,1.841180604,0.755260569
2010,4,1.215573996,0.859889978,1.975343233,0.761653379
2010,5,1.384706286,1.480485986,2.073119485,1.044780152
2010,6,1.32865907,1.132669804,2.242466713,1.643406718
2010,7,2.160952261,2.217586911,2.243409983,1.823251293
2010,8,2.600257662,2.504084708,2.312543798,2.308855083
2010,9,3.270878941,1.901849046,2.272727273,2.365356733
2010,10,4.20371695,2.00574218,2.317741256,2.095087696
2010,11,5.569311805,2.549675741,2.586449255,2.217711573
2010,12,7.181849724,2.983772466,3.16011236,2.076444232
2011,1,8.382878659,2.725221316,3.389594086,2.172642294
2011,2,9.999345569,2.665743465,3.168234643,2.233558589
2011,3,11.10893486,3.372535455,3.187965774,2.663425585
2011,4,11.03272824,3.21914271,2.843797225,3.336270776
2011,5,11.27407882,3.259005146,3.019075065,3.066619887
2011,6,11.2757285,3.430531732,3.235092529,2.910653225
2011,7,11.18019136,2.914607125,3.428414701,3.35053581
2011,8,10.43488082,3.155919481,3.273972603,3.347755762
2011,9,9.929188203,3.279524214,3.731138546,3.726328738
2011,10,9.113797118,3.666610083,4.022515102,4.200586353
2011,11,8.259617233,3.918575064,3.959989038,4.641859308
2011,12,6.903541935,4.439173162,3.730428863,4.738420842
2012,1,5.856690777,4.241297736,3.548300054,4.225364346
2012,2,4.643236138,4.417467543,3.553707925,4.165753943
2012,3,4.026056696,3.781161118,3.397084392,4.231487432
2012,4,4.165553503,3.50233489,3.419716805,4.076846858
2012,5,4.467912281,3.122923588,3.450113228,4.142396168
2012,6,4.54151426,2.653399668,3.200106228,4.00107095
2012,7,4.386780607,2.500828089,3.023070804,3.276114769
2012,8,4.360603003,2.579791632,3.103859928,3.525980736
2012,9,4.43159826,2.829878249,3.094419466,3.741136211
2012,10,4.336525323,2.914688063,3.048700013,3.246630266
2012,11,4.494352115,2.138426379,2.781072888,2.661791888
2012,12,4.540112184,1.476314082,2.441265258,2.649368881
2013,1,4.919568127,1.588588102,1.993485342,2.87207609
2013,2,5.080930586,1.307928306,1.825951826,2.446633
2013,3,5.036993159,1.531517008,1.914370715,2.591824601
2013,4,4.947056155,0.999033194,2.027899768,2.306949926
2013,5,4.718848535,0.950386598,1.995879475,2.46477298
2013,6,4.813949473,1.890145396,2.148739063,2.770735439
2013,7,5.052492252,2.181289384,2.226512227,3.241123531
2013,8,6.083088189,2.192487506,2.277113084,3.276565638
2013,9,7.126330647,1.968,2.270395074,2.830840624
2013,10,7.501402989,1.5433572,1.844262295,3.038482188
2013,11,6.960661898,2.381332907,1.756860734,2.955138663
2013,12,6.479683267,3.021582734,1.934657271,2.859681156
2014,1,6.051099281,3.015797032,2.133367399,3.066631361
2014,2,6.165023043,3.394963341,2.314638179,3.779296932
2014,3,6.123875888,3.858367736,2.513009265,3.377928172
2014,4,6.220117956,5.009572431,2.721863527,3.523154575
2014,5,6.376902734,5.377373544,2.928923116,3.555644426
2014,6,7.334564378,4.772475028,2.796321955,3.449652898
2014,7,7.465754388,4.72802024,2.895631374,3.331163827
2014,8,6.114036984,4.811484461,3.018867925,2.685208889
2014,9,4.297363522,5.131021497,2.859651323,2.738262158
2014,10,3.638710054,6.079598872,3.294768612,3.088040469
2014,11,4.406312433,5.697783328,3.654694392,3.15910225
2014,12,5.194247644,4.639975171,3.657616893,3.224061189
2015,1,5.936730242,4.538413879,3.814884303,3.073263269
2015,2,5.493044624,4.393402189,4.362958359,2.768585171
2015,3,4.754512206,4.188961932,4.556147084,3.020199288
2015,4,4.140870242,4.132482528,4.633965985,3.017412679
2015,5,4.084419578,3.96729255,4.403287134,3.366201869
2015,6,3.193715318,4.418886199,4.411224115,3.544910297
2015,7,3.062184412,4.620262721,4.453688976,3.56292548
2015,8,3.203045943,4.996989765,4.737484737,4.042672842
2015,9,4.07859939,4.641791045,5.340812096,3.904554883
2015,10,4.323391348,3.988183161,5.892378865,3.660204621
2015,11,3.643129621,3.94328755,6.395136778,4.17256708
2015,12,2.953146142,4.389737506,6.766096762,4.397928542
2016,1,2.386272926,4.785894207,7.457831325,4.608687843
2016,2,2.638411915,4.710572947,7.586946165,4.473757015
2016,3,3.281299071,4.446074835,7.969212552,4.301080513
2016,4,4.126005086,4.201925883,7.926972909,3.907213267
2016,5,5.015090718,4.252840082,8.20018797,3.540617658
2016,6,4.155832848,4.202898551,8.602276728,3.341618721
2016,7,3.562865264,4.012122961,8.960993323,2.96195894
2016,8,3.48634238,3.368692661,8.102121707,2.942530958
2016,9,3.465025782,3.095136215,7.280935293,3.126671112
2016,10,3.500594365,2.840909091,6.484249253,3.405287755
2016,11,3.875672375,2.926967889,5.965032568,3.349632455
2016,12,4.002939348,2.699247052,5.74673481,3.23488195
2017,1,3.677145661,2.771493213,5.471465411,3.096364159
2017,2,3.463988491,2.749964744,5.181002989,3.249793246
2017,3,3.336681234,2.753582467,4.694011845,3.974854451
2017,4,2.509490347,2.646317558,4.670959293,3.694715721
2017,5,1.254277459,2.542609668,4.364820847,3.039802536
2017,6,1.837946627,1.696801113,3.98746488,2.732443918
2017,7,2.568686721,1.692798668,3.397118899,2.852069266
2017,8,3.248868698,1.844404382,3.871454761,3.17381007
2017,9,3.611781961,1.452684007,3.970651705,2.944995136
2017,10,3.011828121,1.878453039,4.048801555,2.040143123
2017,11,2.665328167,1.918829376,4.119486682,1.544338232
2017,12,2.714668342,2.268640199,4.091934271,1.364855884
2018,1,2.928071804,2.187671987,3.678112044,1.253188369
2018,2,2.870215547,1.990118035,3.378591727,1.179561248
2018,3,2.728074086,1.804757998,3.132201969,0.363136029
2018,4,3.009193175,1.896057837,3.127932437,0.484869886
2018,5,3.147412381,2.04359673,3.162713275,0.930692513
2018,6,3.171480013,2.543763676,3.200665073,1.429334034
2018,7,2.444780873,2.674307545,3.119151591,1.616100987
2018,8,1.816083865,2.6416122,3.093853821,1.070575427
2018,9,0.918950336,3.136506205,3.227480282,1.280281009
2018,10,1.31372096,2.914859002,3.341288783,1.840893844
2018,11,1.497797948,2.817282947,3.26255826,2.167097464
2018,12,1.507066789,2.569998647,3.177878663,2.192523154
2019,1,1.42764737,2.208159418,3.14774941,2.129157851
2019,2,0.950864165,2.206970798,3.013642843,2.003384855
2019,3,1.062693761,2.484555466,3.219908583,2.247440598
2019,4,1.348656318,2.423025435,3.245374583,2.592644729
2019,5,1.691134786,2.763684913,3.307785397,2.725127546
2019,6,1.729796862,2.707388637,3.423622999,2.29478054
2019,7,1.918086172,2.564784053,3.791086913,2.11191328
2019,8,2.253304324,2.573626957,3.756294058,2.039723394
2019,9,2.258200383,2.24778527,3.810194028,1.851006937
2019,10,2.537632213,2.70056646,3.855808816,1.880562264
2019,11,3.412330571,2.792780925,3.851554664,1.866796949
2019,12,1.469044086,2.993538178,3.8,1.900091579
2020,1,1.209902674,3.477802661,3.618290258,1.888356052
2020,2,1.300969646,3.884134299,3.716149437,1.904037761
2020,3,1.435385619,3.734766086,3.847667782,1.821532969
2020,4,1.715323264,3.424388969,3.505679593,1.724489757
2020,5,1.229238234,2.754319865,2.850449043,1.781919752
2020,6,1.437119543,2.623035969,2.200369974,1.598732392
2020,7,1.346136261,2.500647836,1.972022537,1.861695724
2020,8,1.388457496,2.457320228,1.873240804,1.687398242
2020,9,0.456651324,3.090650459,1.965911292,1.819553907
2020,10,0.275705009,2.963057978,1.740307454,1.724000361
2020,11,-1.096149574,2.729719339,1.487347885,2.142209694
2020,12,0.670472008,2.983354673,1.61849711,1.973232229
2021,1,1.171946257,3.106301719,1.602072141,2.675545384
2021,2,1.399317246,2.839036755,1.562797789,2.401342212
2021,3,1.161842342,2.892875189,1.506680565,2.598185233
2021,4,0.677791136,3.311007203,1.948912015,2.383697724
2021,5,0.536508846,3.641421166,3.302961276,2.447459026
2021,6,0.187136614,3.808680248,3.62960846,3.254606671
2021,7,0.198975752,4.537985084,3.97256359,3.814599065
2021,8,0.177080103,4.771522343,4.439786585,4.952804596
2021,9,0.990546129,5.34370296,4.511349606,5.229574554
2021,10,0.492620887,6.017191977,4.589945833,5.826009926
2021,11,0.958674308,6.699101796,5.253140464,5.655147847
2021,12,0.900950459,7.173940072,5.621918847,6.430387163
2022,1,0.740377847,7.704654896,6.939854594,5.684916594
2022,2,0.701546789,7.81365541,8.003377744,6.147044222
2022,3,0.774000363,9.404542664,8.532486931,6.824089007
2022,4,0.866376356,10.51987768,9.233481811,7.964652773
2022,5,1.414448639,11.54080761,9.059169423,8.091138932
2022,6,1.792155601,12.49390541,9.680088252,8.812632944
2022,7,2.038855573,13.13180169,10.19791094,8.740834915
2022,8,1.547838161,14.08433735,10.83743842,8.397988303
2022,9,1.894088964,13.7294594,11.44129407,8.529852536
2022,10,2.886984244,12.80846063,12.22060694,8.275194627
2022,11,3.170665977,13.34034842,12.53164557,8.447229802
2022,12,3.1228682,12.77262181,13.12269994,8.459162
2023,1,3.144559018,12.34666972,13.25269292,8.664267001
2023,2,2.565368093,11.94558756,13.28294675,8.64592356
2023,3,2.534979068,11.09864213,13.34078789,8.400574009
2023,4,2.695436815,9.905921417,12.81964149,7.965045831
2023,5,2.896794929,8.727988625,12.36731255,7.893885648
2023,6,2.725281751,7.552280854,12.12806973,6.461496992
2023,7,2.700871793,6.466438649,11.79013885,5.881601456
2023,8,3.058495973,5.312070968,11.43209877,5.576147203
2023,9,2.847826039,5.109412627,10.99241621,5.044545948
2023,10,2.075431642,5.041666667,10.47688446,4.343081323
2023,11,1.594144558,4.796781514,10.14783866,3.636475122
2023,12,2.118325341,3.939923876,9.275569309,3.237382564
2024,1,1.863147563,3.795918367,8.349575115,3.023921748
2024,2,2.51660353,4.482793832,7.737730061,3.29406696
2024,3,3.063085098,3.737373737,7.368900357,3.045045926
2024,4,3.460018478,3.967774421,7.168674699,2.422076178
2024,5,3.51699421,4.134392918,7.152496626,2.00493836
2024,6,3.844356147,4.1910135,7.175960532,2.285382257
2024,7,3.953706539,4.597931935,6.857567869,2.127663787
2024,8,5.192868984,4.743281187,6.115665854,2.034097003
2024,9,6.182066934,4.133877876,5.811476012,1.775010536
2024,10,7.938964138,4.680682269,5.408574569,2.00918041
2024,11,9.506090617,4.173639138,5.200962871,2.271990721
2024,12,9.973850534,4.532858274,5.1989544,1.966302701
2025,1,12.03436652,4.935116005,5.223773205,1.851582834
2025,2,13.22308812,4.730258014,5.274396754,1.477329059
2025,3,14.63391362,4.868549172,5.089058524,1.27718027
2025,4,15.00506704,4.523440527,5.157391793,1.651834017
2025,5,18.45654312,4.443585781,5.051777218,1.686662892
2025,6,23.96122485,4.119125894,4.826335612,1.693709046
2025,7,24.85664518,4.251847586,4.900118327,1.688800969
2025,8,25,4.2,4.8,1.8
2025,9,25,4.15,4.75,2
2025,10,25,4,4.7,2.1
2025,11,25,3.85,4.65,2.1
2025,12,25,3.9,4.6,2.2
